filename,MOS
25873739_MinPolqaSfbRecording_cut.wav,2.571428571
25752871_MinPolqaSfbRecording_cut.wav,3.285714286
25797191_MinPolqaSfbRecording_cut.wav,1.125
25908063_MinPolqaSfbRecording_cut.wav,3.5
25702124_MinPolqaSfbRecording_cut.wav,3.125
26004295_MinPolqaSfbRecording_cut.wav,4.125
25644872_MinPolqaSfbRecording_cut.wav,4.25
25646758_MinPolqaSfbRecording_cut.wav,2.0
25883414_MinPolqaSfbRecording_cut.wav,2.125
25695797_MinPolqaSfbRecording_cut.wav,3.125
25938272_MinPolqaSfbRecording_cut.wav,4.125
25636384_MinPolqaSfbRecording_cut.wav,3.0
25798287_MinPolqaSfbRecording_cut.wav,2.5
25718275_MinPolqaSfbRecording_cut.wav,2.7
25842751_MinPolqaSfbRecording_cut.wav,1.9
25613187_MinPolqaSfbRecording_cut.wav,3.9
25699502_MinPolqaSfbRecording_cut.wav,3.8
25705695_MinPolqaSfbRecording_cut.wav,2.5
25708504_MinPolqaSfbRecording_cut.wav,3.8
25847764_MinPolqaSfbRecording_cut.wav,4.3
25694717_MinPolqaSfbRecording_cut.wav,4.3
25766106_MinPolqaSfbRecording_cut.wav,4.4
25706157_MinPolqaSfbRecording_cut.wav,1.9
25878344_MinPolqaSfbRecording_cut.wav,4.4
25961995_MinPolqaSfbRecording_cut.wav,3.2
25799193_MinPolqaSfbRecording_cut.wav,4.4
25857876_MinPolqaSfbRecording_cut.wav,3.0
25864079_MinPolqaSfbRecording_cut.wav,2.0
25902000_MinPolqaSfbRecording_cut.wav,3.571428571
25874545_MinPolqaSfbRecording_cut.wav,3.714285714
25934193_MinPolqaSfbRecording_cut.wav,1.857142857
25721844_MinPolqaSfbRecording_cut.wav,2.285714286
25805142_MinPolqaSfbRecording_cut.wav,3.142857143
26005913_MinPolqaSfbRecording_cut.wav,4.142857143
25651035_MinPolqaSfbRecording_cut.wav,3.0
25779102_MinPolqaSfbRecording_cut.wav,4.0
25984123_MinPolqaSfbRecording_cut.wav,2.0
25653760_MinPolqaSfbRecording_cut.wav,1.888888889
25724060_MinPolqaSfbRecording_cut.wav,3.333333333
25779076_MinPolqaSfbRecording_cut.wav,3.111111111
25658046_MinPolqaSfbRecording_cut.wav,3.666666667
25801869_MinPolqaSfbRecording_cut.wav,3.777777778
25630403_MinPolqaSfbRecording_cut.wav,4.111111111
25745729_MinPolqaSfbRecording_cut.wav,4.1
25917114_MinPolqaSfbRecording_cut.wav,3.6
26013548_MinPolqaSfbRecording_cut.wav,3.2
25638826_MinPolqaSfbRecording_cut.wav,3.1
25765469_MinPolqaSfbRecording_cut.wav,1.7
25881198_MinPolqaSfbRecording_cut.wav,1.7
25915227_MinPolqaSfbRecording_cut.wav,3.9
25712870_MinPolqaSfbRecording_cut.wav,2.9
25972230_MinPolqaSfbRecording_cut.wav,3.571428571
25851371_MinPolqaSfbRecording_cut.wav,3.714285714
25920875_MinPolqaSfbRecording_cut.wav,2.714285714
25861680_MinPolqaSfbRecording_cut.wav,3.428571429
25662325_MinPolqaSfbRecording_cut.wav,1.428571429
25714286_MinPolqaSfbRecording_cut.wav,1.714285714
25991415_MinPolqaSfbRecording_cut.wav,2.571428571
25977179_MinPolqaSfbRecording_cut.wav,2.142857143
25716264_MinPolqaSfbRecording_cut.wav,2.125
25764379_MinPolqaSfbRecording_cut.wav,2.5
25985064_MinPolqaSfbRecording_cut.wav,2.0
25720124_MinPolqaSfbRecording_cut.wav,2.625
25693737_MinPolqaSfbRecording_cut.wav,2.625
25764094_MinPolqaSfbRecording_cut.wav,4.125
25916178_MinPolqaSfbRecording_cut.wav,3.375
25747560_MinPolqaSfbRecording_cut.wav,4.125
25698244_MinPolqaSfbRecording_cut.wav,2.375
25714498_MinPolqaSfbRecording_cut.wav,3.25
26003385_MinPolqaSfbRecording_cut.wav,3.625
25650363_MinPolqaSfbRecording_cut.wav,2.75
25641102_MinPolqaSfbRecording_cut.wav,4.625
25628563_MinPolqaSfbRecording_cut.wav,3.125
25740494_MinPolqaSfbRecording_cut.wav,2.5
25938259_MinPolqaSfbRecording_cut.wav,4.833333333
25967871_MinPolqaSfbRecording_cut.wav,4.166666667
25877671_MinPolqaSfbRecording_cut.wav,1.166666667
25658145_MinPolqaSfbRecording_cut.wav,2.833333333
25760942_MinPolqaSfbRecording_cut.wav,3.5
25960166_MinPolqaSfbRecording_cut.wav,3.0
25632437_MinPolqaSfbRecording_cut.wav,3.666666667
25631898_MinPolqaSfbRecording_cut.wav,4.0
25735989_MinPolqaSfbRecording_cut.wav,3.714285714
25990150_MinPolqaSfbRecording_cut.wav,1.857142857
25918001_MinPolqaSfbRecording_cut.wav,1.428571429
25858678_MinPolqaSfbRecording_cut.wav,3.428571429
25996350_MinPolqaSfbRecording_cut.wav,3.428571429
25647457_MinPolqaSfbRecording_cut.wav,3.142857143
25940137_MinPolqaSfbRecording_cut.wav,3.714285714
25900268_MinPolqaSfbRecording_cut.wav,4.142857143
25884213_MinPolqaSfbRecording_cut.wav,4.428571429
25728765_MinPolqaSfbRecording_cut.wav,3.222222222
25991702_MinPolqaSfbRecording_cut.wav,4.0
25759724_MinPolqaSfbRecording_cut.wav,4.222222222
25711573_MinPolqaSfbRecording_cut.wav,1.111111111
25626641_MinPolqaSfbRecording_cut.wav,4.333333333
25976990_MinPolqaSfbRecording_cut.wav,3.777777778
25662650_MinPolqaSfbRecording_cut.wav,4.333333333
25914540_MinPolqaSfbRecording_cut.wav,1.555555556
25978087_MinPolqaSfbRecording_cut.wav,2.333333333
25649158_MinPolqaSfbRecording_cut.wav,4.125
25850788_MinPolqaSfbRecording_cut.wav,4.0
25715294_MinPolqaSfbRecording_cut.wav,2.5
25663805_MinPolqaSfbRecording_cut.wav,3.0
25937415_MinPolqaSfbRecording_cut.wav,3.375
25945243_MinPolqaSfbRecording_cut.wav,3.375
25722833_MinPolqaSfbRecording_cut.wav,1.5
25974056_MinPolqaSfbRecording_cut.wav,3.0
25840027_MinPolqaSfbRecording_cut.wav,1.625
25744868_MinPolqaSfbRecording_cut.wav,4.125
25703195_MinPolqaSfbRecording_cut.wav,3.125
25947877_MinPolqaSfbRecording_cut.wav,3.5
25635662_MinPolqaSfbRecording_cut.wav,2.125
25846123_MinPolqaSfbRecording_cut.wav,1.857142857
25946186_MinPolqaSfbRecording_cut.wav,3.285714286
25891286_MinPolqaSfbRecording_cut.wav,1.714285714
25917382_MinPolqaSfbRecording_cut.wav,4.0
25983798_MinPolqaSfbRecording_cut.wav,3.428571429
26008663_MinPolqaSfbRecording_cut.wav,3.571428571
25717094_MinPolqaSfbRecording_cut.wav,3.571428571
26001815_MinPolqaSfbRecording_cut.wav,4.285714286
25933793_MinPolqaSfbRecording_cut.wav,2.0
25805088_MinPolqaSfbRecording_cut.wav,2.0
25757270_MinPolqaSfbRecording_cut.wav,4.666666667
25719479_MinPolqaSfbRecording_cut.wav,2.888888889
25627530_MinPolqaSfbRecording_cut.wav,2.555555556
25714550_MinPolqaSfbRecording_cut.wav,2.777777778
26000540_MinPolqaSfbRecording_cut.wav,4.111111111
25759957_MinPolqaSfbRecording_cut.wav,4.0
25750929_MinPolqaSfbRecording_cut.wav,4.333333333
25705070_MinPolqaSfbRecording_cut.wav,2.777777778
25777431_MinPolqaSfbRecording_cut.wav,3.666666667
25715842_MinPolqaSfbRecording_cut.wav,2.25
25706662_MinPolqaSfbRecording_cut.wav,3.5
25711448_MinPolqaSfbRecording_cut.wav,2.375
25707399_MinPolqaSfbRecording_cut.wav,3.0
25734009_MinPolqaSfbRecording_cut.wav,3.375
25637696_MinPolqaSfbRecording_cut.wav,2.375
25618551_MinPolqaSfbRecording_cut.wav,2.375
25992911_MinPolqaSfbRecording_cut.wav,4.25
25720213_MinPolqaSfbRecording_cut.wav,1.625
25660897_MinPolqaSfbRecording_cut.wav,3.888888889
25978871_MinPolqaSfbRecording_cut.wav,3.666666667
25872857_MinPolqaSfbRecording_cut.wav,4.555555556
25638453_MinPolqaSfbRecording_cut.wav,3.777777778
25840937_MinPolqaSfbRecording_cut.wav,2.888888889
25847772_MinPolqaSfbRecording_cut.wav,4.111111111
25755131_MinPolqaSfbRecording_cut.wav,4.111111111
25700255_MinPolqaSfbRecording_cut.wav,2.555555556
25716298_MinPolqaSfbRecording_cut.wav,2.625
25890951_MinPolqaSfbRecording_cut.wav,3.625
25756981_MinPolqaSfbRecording_cut.wav,3.75
25899161_MinPolqaSfbRecording_cut.wav,4.25
25738538_MinPolqaSfbRecording_cut.wav,3.75
25636001_MinPolqaSfbRecording_cut.wav,2.625
25627685_MinPolqaSfbRecording_cut.wav,4.0
25620607_MinPolqaSfbRecording_cut.wav,2.375
25996847_MinPolqaSfbRecording_cut.wav,3.625
25612006_MinPolqaSfbRecording_cut.wav,2.0
25781308_MinPolqaSfbRecording_cut.wav,2.571428571
25702137_MinPolqaSfbRecording_cut.wav,2.428571429
25801015_MinPolqaSfbRecording_cut.wav,2.0
25943707_MinPolqaSfbRecording_cut.wav,3.857142857
25944839_MinPolqaSfbRecording_cut.wav,3.714285714
25699283_MinPolqaSfbRecording_cut.wav,1.857142857
25802074_MinPolqaSfbRecording_cut.wav,4.0
25750423_MinPolqaSfbRecording_cut.wav,3.0
25765205_MinPolqaSfbRecording_cut.wav,3.714285714
25632189_MinPolqaSfbRecording_cut.wav,3.222222222
25964830_MinPolqaSfbRecording_cut.wav,2.222222222
25626958_MinPolqaSfbRecording_cut.wav,3.0
25630068_MinPolqaSfbRecording_cut.wav,2.888888889
25696045_MinPolqaSfbRecording_cut.wav,1.777777778
25712852_MinPolqaSfbRecording_cut.wav,2.0
25881678_MinPolqaSfbRecording_cut.wav,3.777777778
25732487_MinPolqaSfbRecording_cut.wav,1.888888889
25864845_MinPolqaSfbRecording_cut.wav,1.571428571
25972344_MinPolqaSfbRecording_cut.wav,3.142857143
25664516_MinPolqaSfbRecording_cut.wav,3.857142857
25918193_MinPolqaSfbRecording_cut.wav,2.714285714
25695592_MinPolqaSfbRecording_cut.wav,3.714285714
25633279_MinPolqaSfbRecording_cut.wav,2.6
25894480_MinPolqaSfbRecording_cut.wav,4.6
25840783_MinPolqaSfbRecording_cut.wav,3.6
25777264_MinPolqaSfbRecording_cut.wav,3.8
25704259_MinPolqaSfbRecording_cut.wav,1.6
26004613_MinPolqaSfbRecording_cut.wav,3.0
25875888_MinPolqaSfbRecording_cut.wav,2.0
25896713_MinPolqaSfbRecording_cut.wav,4.4
25697540_MinPolqaSfbRecording_cut.wav,2.0
25708486_MinPolqaSfbRecording_cut.wav,1.4
25630126_MinPolqaSfbRecording_cut.wav,2.4
25855241_MinPolqaSfbRecording_cut.wav,1.9
25641212_MinPolqaSfbRecording_cut.wav,3.8
25972127_MinPolqaSfbRecording_cut.wav,3.7
26007754_MinPolqaSfbRecording_cut.wav,3.8
25897156_MinPolqaSfbRecording_cut.wav,3.2
25979568_MinPolqaSfbRecording_cut.wav,3.9
25893047_MinPolqaSfbRecording_cut.wav,4.5
25635473_MinPolqaSfbRecording_cut.wav,1.75
25985519_MinPolqaSfbRecording_cut.wav,2.0
25871803_MinPolqaSfbRecording_cut.wav,4.0
25745043_MinPolqaSfbRecording_cut.wav,1.75
25613976_MinPolqaSfbRecording_cut.wav,2.25
25983350_MinPolqaSfbRecording_cut.wav,2.625
25614524_MinPolqaSfbRecording_cut.wav,2.75
25744685_MinPolqaSfbRecording_cut.wav,2.625
25714890_MinPolqaSfbRecording_cut.wav,2.5
25708376_MinPolqaSfbRecording_cut.wav,4.0
25699204_MinPolqaSfbRecording_cut.wav,2.222222222
25624599_MinPolqaSfbRecording_cut.wav,2.222222222
25749150_MinPolqaSfbRecording_cut.wav,4.444444444
